Subject,Content
교통,"1. 제안의 목적본 제안은 우리나라 특히 서울을 비롯한 도시지역의 교통체증을 완전히 해소하기 것으로, 본 제안에 따르면 서울시내 차량의 평균속도를 현재 15km/h 미만에서 40km/h 이상으로 개선할 수 있습니다.2. 제안내용현재의 주요 간선도로 시스템은 직진과 좌회전을 각각 허용하거나, 직진과 좌회전을 동시에 허용하는 동시신호를 주는 시스템입니다. 그러나 이러한 현재의 시스템은 통행율이 약 25%입니다. 그러나 본 제안의 시스템은 모든 간선도로에서 좌회전을 허용하지 않고, 그 대신에 U턴 시스템을 허용하는 것입니다. 모든 간선도로를 직진과 정지(U턴은 정지시에 함)의 두 단계 시스템(2 phase system)으로 전환하면 통행율이 50%까지 상승될 수 있습니다.물론 지금도 부분적으로 U턴 시스템을 채용하고 있는 곳이 많지만, 현재는 (1) 좌회전신호와 병행하기 때문에 또는 (2) 부분적으로 시행되고 있기 때문에 큰 효과를 얻지 못하는 것입니다.3. 제안의 효과서울시내 차량의 평균속도를 현재 15km/h 미만에서 40km/h 이상으로 개선할 수 있다면 그로부터 얻는 경제적 효과는 년간 수십조에 달할 것이며, 우리나라 전역을 고려하면 년간 수백조에 달하는 것입니다. 그리고 교통체증이 사라지면, 경제적 효과는 물론 삶의 질이 향상되며, 교통 후진국에서 벗어날 수 있고, 선진국의 도로교통 체계를 갖출 수 있습니다.4. 소요 예산모든 간선도로를 현재의 4 단계 시스템(4 phases system)에서 본 제안에 따른 직진과 정지(U턴은 정지시에 함)의 2 단계 시스템(2 phase system)으로 전환하는 데에는 전혀 예산이 들지 않습니다. 물론 어느 정도 예산이야 들겠지요. 하지만 그 예산은 이제까지 도로교통 분야 SOC 예산에 비하면 아주 미미한 정도의 예산입니다.5. 예비 테스트 제안물론 도로교통 체계를 새롭게 바꾼다는 것은 그리 쉬운 일이 아닙니다. 본 제안대로 하면, 차량의 평균속도를 현재 15km/h 미만에서 40km/h 이상으로 개선할 수 있다는 것이 확실합니다. 왜냐하면 통행율이 수치적으로 기존의 25%에서 50%로 계산되기 때문입니다.그래도 본 제안에 대하여 의문을 가질 수 있습니다. 그래서 저는 정부나 지자체에 예비테스트를 할 것을 제안합니다. 제가 제안하는 예비테스트는 현재의 간선도로 약 10km 구간을 설정하여 본 제안의 시스템 대로 전환하여 약 1 개월간 테스트를 해보는 것입니다. 테스트 전후를 비교해보면 알겠지만, 개선된 시스템에서는 현재의 평균 시속 15km/h 미만에서 40km/h 이상으로 개선된 효과가 나오게 될 것입니다. 저는 이러한 효과를 확신합니다만, 만일 그런 효과가 나오지 않는다면, 본 제안을 채택하지 않으시면 됩니다. 물론 그런 효과가 나온다면 국가는 반드시 본 제안을 채택하여야 하겠지요. 만일 위 효과가 나오지 않는다면 예비테스트에 소요되는 비용 일체를 제가 부담하겠습니다.이러한 예비테스트 제안을 시도해 보지 않는다면 우리나라 정부나 지자체는 창조경제를 말할 자격도 없는 것입니다.제안자 ○ ○ ○○○○○법률사무소 대표변리사"
주택/도시계획/부동산,"○○동의 아파트관리사무소 입니다.관리업무상 필요한 물품을 매장(오프라인)에 가서 구입할경우는 세금계산서를 발급받아 비용처리하면 되지만 가격이 저렴한 ○○○.○○.○○○○등에서 30,000원 이상인 물품을 인터넷으로 구입시에는 세금계산서 발행은 안되니 사업자번호를 입력하고 지출증빙용 현금영수증을 발급받아서 비용처리를 해도 이렇게 발급받은 지출증빙용 현금영수증은 비용처리 증빙으로 효력이 있는건지 궁금합니다.제가 알기로는 현금영수증은 연말정산시 소득공제를 받기위해 본인이 국세청에 신청한 핸드폰번호나 주민번호로만 발급받을수 있는걸로 알고 있습니다.빠른 답변 부탁드립니다."
문화/관광/체육/디자인,"안녕하세요.약 2~3년 전부터 서울시는 지하철 역명판과 노선도 등에 중국어·일본어 표기를 확대해 나가기 시작했습니다.특히 일반명사('대학', '터미널' 등)의 경우 한자어를 그대로 한국식 한자로 옮기던 관행에서 벗어나 중국어(간체)로 번역하였으며, 한자(약자)로 표기하던 한국식 지명을 가타가나로 적음으로써 일본인들이 좀더 한국어 발음에 가깝게 읽도록 도우려는 취지에서였죠.비록 예산 문제로 일거에 모든 시설물을 교체하지 못하고 점차적으로 작업이 이루어지긴 하지만, [高速터미널]과 같은 기존의 한국식 한자 표기에서 탈피한다는 것에 박수를 보내고 싶었습니다.그러나 여기에는 크나큰 결점이 있는데, 바로 일본어 표기의 무용성입니다.먼저 1) 일반 명사인 한자어를 번역하지 않고, 한국식 발음으로 일본어로 옮겼다는 점입니다.사진 1.png에서 보시다시피 '동대문', '효창', '건국', '뚝섬'을 한자가 아닌 가타가나로 표기한 덕에 일본인 승객들도 우리 원음에 가깝게 읽게 되었습니다.그러나 '역사문화공원', '공원', '대학교', '유원지', '종합운동장'과 같은 일반 명사들까지도 한국 발음으로 표기(예를 들어, 'XX대학교'를 의미하는 'X대입구'를 한국 발음 그대로 'X데잇쿠'로 표기) 함으로써 일본인들이 관련 시설이나 기관을 찾아가는 데 곤혹스러워 하고 있습니다.국문 역명 표기 / 일본어(현행)동대문역사문화공원 / トンデムン·ヨクサムンファゴンウォン효창공원 / ヒョチャンゴンウォンアップ건대입구 / コンデイック뚝섬유원지 / トゥクソムユウォンジ종합운동장 / チョンハブンドンジャン비유하자면, Dongdaemun History & Culture Park이나 Konkuk University를 방문하려는 미국인 승객이 서울 지하철을 탔는데 노선도나 역명판에는 Dongdaemun Yeoksa Munhwa Gongwon이나 Geondaeipgu라 적혀 있다면 어떻게 목적지에 찾아가겠습니까.또한 일부 역의 경우, 2) 부역명은 중국어까지만 안내하고 일본어에 대해서는 배제하기도 합니다.사진 2.png처럼 상봉上？(市外巴士客？站)역이나 안암安岩(高？大？？院)역을 예로 들 수 있습니다. 괄호 안에 친절히 영문, 중문으로 부역명을 기입했지만 일본어로는 안내하지 않고 있습니다. 물론 고객이 부역명 표기 없이 목적지를 찾아오는 데에는 지장이 없지만, 유독 일문 부역명만 적어놓지 않은 것은 형평성에 어긋난다고 보입니다.세계가 사랑하는 도시 대한민국의 수도 서울의 위상을 위해서라도1) 역명 중 일반명사에 해당하는 부분만큼은 외국어로 안내하고2) 부역명의 외국어 표기에 관한 통일된 기준을 세워주시길 기대합니다.읽어주셔서 감사합니다."
환경/공원/상수도,요즘 미세먼지와 친환경에 많은 이야기와 문제가 제기되고 있습니다.건축물을 신축할때 녹색인증 및 에너지인증을 일정규모 이상의 건축물을 신축하는 경우에는 법적으로 적용하여 시행을 하고 있습니다.요즘 전기자동차를 보급하는데 있어 전기자동차의 주행거리에 따른 인프라인 충전소가 부족하여 문제가 많이 되고 있습니다.서울시에서는 에너지인증제도로 관리를 하고 있는데 전기자동차 충전인프라를 설치하는 것에 대한 점수를 배정하면 충전인프라가 증가되는데 일조를 할 수 있다고 생각 합니다.이는 신규로 지어지고 있는 아파트에도 적용하는 것이 타당하다고 생각 합니다.또한 유관 기관 및 정부기관과 협력하여 정부지원금으로 신재생에너지를 설치하는 경우에는 정부보조금을 주는 것을 시행 하고 있습니다.그러므로 신규 건축물에 전기차 충전인프라를 설치하는 것에 정부지원금이 지원 되였으면 합니다.짧은 시간에 인프라를 확충하고 아파트에 인프라를 확충하면 전기차 활성화에 크게 기여가 될 것 같습니다.
교통,"안녕하세요? 위례신도시 입주자 입니다.위례 신도시 내 대중교통이 여의치 않기에 이에 대한 해결을 요청드립니다.위례신도시 동쪽지역은 버스노선의 상황이 매우 미흡한 실정입니다.현재 운행중인 주요노선은 ○○번 하나로서 이나마도 배차간격이 다소 길어 이용하기 불편하며, 특히 출퇴근 시간에는 승객 만원으로 인해 20분씩 더 기다려야하는 상황입니다.더욱이 택시조차 오기를 꺼려하는 실정 (관할지역 문제) 이므로 그야말로 위례내에서도 섬으로 불려지는 현실을 감안하여 주시기 바랍니다.작년에 노선 수정을 검토하던 ○○○번 및 ○○○○번 버스 노선이 여러가지 이유로 버스 노선 추가로 요구가 변경이 되었으나 버스총량제로 인해 노선이 추가가 되지 못했습니다. 노선 추가나 2개노선 변경이 어려운 상황이라면 ○○○번 한개 노선만이라도 노선을 수정하여 줄 것을 간곡히 요청 드립니다.현재 송파지역 입주민도 서울 노선 중 한개 노선의 변경은 이해하는 다수의 분들이 계시며 긍정적인 여론이 형성된 걸로 판단되오니 조속한 노선 변경으로 위례 동측의 교통 상황을 개선하여 주시기를 요청드립니다."
교통,"시장님 3호선 급행 노선 만들어주세요. 민원 넣엇는데 3가지방안을 얘기해주엇는데 막대한 돈이들어가서 못한다네요. 서울시, 코레일, 메트로 3개사가 합동이돼야 가능하다고 합니다. 3호선 생긴지 오래돼엇는데 급행이 없다는것이.. 세월만 보내고 있어요... 단기 와 장기 계획으로 경기도권을 서울권으로 만들어주세요. 집에서 ○○역. ○○역까지 출퇴근하는데 2시간 걸려요 일때문에 힘든게 아니라 출퇴근하느라 힘들어요. 이런건 정말 꼭 필요한겁니다. 4대강 이런데에 들어가는돈 하지말고 이런 정말 필요한곳에 신경싸주세여!!! 부탁드려요!!!! 시장님"
환경/공원/상수도,"궁금한 사항이 있어.. 질의드립니다.최근에 저희동네(용산구 ○○동)도 그렇고, 공원조성이 많이 이루어지고있습니다. 그리고, 지하공간에는 지하철 등이 지나가고 있고요..그렇다면. 나무들이 자라기 위해서는지하철 구조물과 나무(뿌리 등)이 성장할 수 있는최소한의 깊이는 유지를 해주어야 할 것 같은데..이에 대한 근거자료는 없는 것 같습니다..공원 식물생육을 위한 깊이에 대해 알려주세요..(최소 지반면으로 부터 몇m 이내에는 아무런 지장물이 설치되어서는안된다는 규정 등)수고하세요.."
안전/소방/민방위,"도로명주소 시행에 따라 모든 도로에는 각 도로명이 지정되어있습니다.이에 따라 도로명을 통해 도로의 이름을 알수가 있게 되었으나, 정작 그 도로에 대한 정보(도로연장, 폭원, 차로수, 기점, 종점)등은 알기 매우 어렵더군요..서울시 도로명에 따른 도로 정보가 필요합니다.공개 가능여부 혹은 정보 문의처를 알려주시면 감사하겠습니다."
환경/공원/상수도,"저희는 ○○○ ○○○ 서포터즈 ○○○○○○ 팀입니다.평소 홍대는 홍익대학교 학생을 비롯한 많은 시민들과 외국인이 드나드는 장소이기 때문에 유동인구가 매우 많습니다. 또한 곳곳마다 음식을 파는 가게가 즐비해 있고, 골목마다 수 개의 카페가 있습니다. 따라서 홍대는 쓰레기 무단 투기가 문제라는 지적이 여러 언론을 통해 제기된 바 있습니다. 저희는 직접 홍대를 찾아가 무엇이 문제인지 찾아가보았습니다.첫째, 의미없는 쓰레기통저희가 조사한 바에 따르면 700m 당 분리수거 기능을 갖춘 쓰레기통이 있어야 깨끗한 거리가 유지된다고 합니다. 그러나 홍대는 일반 쓰레기통 수도 적으며, 그마저도 잘 보이지 않는 위치에 있어 사람들이 길거리에 쓰레기를 무단 투기합니다.둘째, 분리수거가 미비홍대에도 분리수거 시설을 갖춘 쓰레기통이 있으나 앞서 지적한 바대로 잘 보이지 않는 위치에 있거나, 있더라도 주변이 매우 더러워 접근이 힘들고 사용 빈도도 매우 낮습니다.셋째, 쓰레기 종류에 대한 통계 부족꼬치 음식을 많이 팔고, 카페가 즐비한 홍대 특성을 고려한다면 그에 상응하는 쓰레기통 시설이 만들어져야 합니다. 저희가 조사하면서 가장 많이 본 쓰레기는 바로 일회용 플라스틱 컵이었습니다. 그러나 그에 맞게 플라스틱을 버리는 쓰레기통 수는 매우 부족했습니다.따라서 저희는 다음과 같이 건의하는 바입니다.첫째, 쓰레기통 개수를 늘릴 것둘째, 분리수거 시설을 확보할 것셋째, 컵홀더 전용 쓰레기통을 만들 것.감사합니다."
교통,"안녕하세요?서울 지하철 2, 7호선 타고 출퇴근합니다.그런데, 2호선에서 열차가 역에 멈출 때 나는 소리(끼익~)가 작년에 비해 너무 커졌습니다.2015년에는 몇 개였다면 2016년 지금은 거의 모든 열차에서 소리가 나고 정도도 소음공해 수준으로 바뀌었습니다. 역에서 기차를 기다리는 사람의 귀가 찢어질 정도입니다. 2016년 이제는 참을 수 있는 정도를 넘었습니다.집이 역 근처인데, 집에서도 그 소리가 비정상적으로 크게 들립니다.특정열차, 특정 칸의 문제가 아닙니다. 2호선 거의 모든 열차가 그러합니다.이제는 7호선에서도 그렇게 큰 소리가 나는 열차가 점점 늘고 있는 것 같습니다.하여간 2호선 정지할 때 나는 소리가 너무 너무 큽니다.오늘 아침 정지 시 나는 소리가 너무 커서 (참다참다) 이렇게 씁니다.결론: 1) 지하철 2호선 전동차 정지 시 나는 소음의 정도를 플랫폼에서 측정하여 주시고 2) 원인을 찾아 해결하시어 다른 호선 지하철 정도로 소음을 줄여 주십시오."
환경/공원/상수도,"수고하십니다.보라매공원 자주 이용하는 시민입니다.*공원의 어느 한 지역에서 심한 악취가 난다는 시민의 이야기를 단체 카톡에서 인지하고 톡을 주고 받는 과정에서 본인에게 대신 전화를 해 달라는 요청을 받았습니다.*일단 관리소로 전화를 해서 몇 단계를 거친 후 공무원과 통화*악취가 나는 장소를 제가 ""배드민턴장 수돗가 옆 부분"" 이라고 이야기 드렸는데 그곳의 위치를 모르시더라구요.* 의아해서 다시 물었지요. 어떻게 그런 시설물등의 위치를 모르냐고 했지요.* 직원분이 ""동부 녹지 사업소"" 직원이라고 해서 넘어갔습니다.* 그런데 이야기하다보니 그 사무실이 보라매공원 내에 있었습니다.* 근무하신지 얼마나 되셨는지 물었습니다. 1년이래요.* 그 다음 그래도 많은 자체의 일뿐만 아니라 민원들을 처리할 때 공원 내의 기본 시설물의 위치 정도는 파악하고 계셔야 시민들과 편하게 대화를 할 수 있고 양질의 써비스를 제공할 수 있지 않겠냐고 여러번 반문했지만 끝까지 ""그렇 필요가 없다는 이야기였습니다.""* 저는 이 분이 1년 정도 되었으면 공원 내에 화장실은 몇개고 수도시설은 그리고 정자는 그리고 체육시설은? 등등을 세세하게 파악하고 계셔야 된다는 생각인데 다른 공무원분들과 일반 시민들의 의견을 듣고 싶습니다.* 또한 이 분이 혹 그 지역만 모를 수도 있을 수 있습니다. 그러면 ""죄송하다'고 대응해야 한다는 생각입니다. 이 분은 민원인을 상대하는 공직자이니까요.* 서로 이야기 하는 과정에서 고성이 오갔다거나 상스러운 말이 있지는 않았습니다.* 사실 녹음이 되었다면 보존을 해주라고 요청했으나 아쉽게도 녹음이 안된다는 답변울 들었습니다.* 박원순 시장님은 시민들과 좀 더 소통을 하기위해 다산 콜 센터 같은 것도 만들어 어느 기관들보다 빠른 시간 안에 소통을 하고 처리를 신속하게 하려고 하는데 이건 아니라는 생각입니다.* 제가 이 분의 공무원의로서의 소신과 철학을 가르칠 수는 없죠.그리고 녹지 사업소에 근무하시는 분들이 관할 하에 있는 기본적인 시설물들을반드시 파악하라는 규정도 없다고 하시더라고요.(이 분 말씀이)이런 태도는 이미 형성되었겠죠. 하지만 사적으론 어떤 생각을 갖고 계시든 제가 관려할 바는 아니지만 공직을 수행하는 과정에서는* 이건 아니라고 생각합니다.* 책임 있는 분의 성실한 답변 부탁드립니다.* 아울러 혹 제가 글을 쓰면서 왜곡한 부분이 있다면 '○ ○ ○'직원 분께서 직접 글을 올려주시기 바랍니다.(실명을 밝히지 않은 것은 이 분에 대한 저의 예의입니다.)* 전 다른 사이트에도 계속 이 작업을 할 겁니다.* 그리고 서을시에서는 제가 실명으로 가입하고 글으 썼기에 연락할 내용이 있으면 연락 바랍니다.* 감사합니다."
